Site_ID,Machines_Per_Room,Current_Technology_Type,Revenue_Per_Machine_Last_12_Months,Digital_Payment_Percentage,Parent_Tier,Child_Tier,Setup_Configuration,Materials_Required,Rollout_Cost
Site_537,29,Type_C,10638.32428,49.93964288,Small Business,Silver,Premium,7,3208.916088
Site_538,39,Type_D,10917.14418,32.03796673,Enterprise,Silver,Compact,1,3638.515227
Site_539,45,Type_B,11891.70153,92.3760782,Enterprise,Gold,Premium,1,907.2333999
Site_540,34,Type_D,16775.24816,72.5296185,Small Business,Bronze,Premium,5,2738.881922
Site_541,21,Type_D,18381.27033,19.30345091,Mid-Market,Gold,Premium,2,1683.860135
Site_542,24,Type_C,19330.0203,54.03351296,Small Business,Silver,Standard,9,3759.738602
Site_543,29,Type_D,16803.55079,45.3422858,Mid-Market,Silver,Standard,7,1352.999788
Site_544,26,Type_C,9731.103436,56.71839978,Enterprise,Bronze,Premium,4,4515.07062
Site_545,17,Type_A,15322.02059,95.61000574,Mid-Market,Gold,Premium,4,2439.236014
Site_546,23,Type_A,11564.04686,83.42502202,Small Business,Gold,Premium,2,1391.013636
Site_547,40,Type_C,8820.059331,55.44583613,Small Business,Gold,Standard,5,2471.098084
Site_548,16,Type_A,17613.07369,79.08145346,Enterprise,Silver,Premium,4,2339.346933
Site_549,45,Type_B,5576.395234,95.00209713,Mid-Market,Gold,Premium,1,2430.135318
Site_550,23,Type_D,18526.42988,15.63503359,Mid-Market,Bronze,Compact,8,3135.025821
Site_551,16,Type_B,11922.16197,1.880747084,Mid-Market,Silver,Compact,3,2845.281762
Site_552,13,Type_D,14558.02215,20.6857126,Enterprise,Silver,Standard,6,1173.997093
Site_553,11,Type_A,14890.30883,14.62150783,Mid-Market,Gold,Compact,4,795.1058269
Site_554,32,Type_B,18426.76611,75.80228697,Small Business,Bronze,Compact,9,3782.369519
Site_555,18,Type_A,14550.04523,3.937302449,Mid-Market,Silver,Compact,7,3018.728462
Site_556,35,Type_D,14209.00377,80.30742955,Enterprise,Silver,Standard,9,2115.503456
Site_557,23,Type_C,5999.780608,4.857018964,Mid-Market,Gold,Compact,3,4137.610201
Site_558,20,Type_C,12776.12033,0.518070603,Mid-Market,Gold,Standard,1,2246.263134
Site_559,9,Type_B,7252.535012,28.82771943,Small Business,Bronze,Premium,5,4081.842903
Site_560,39,Type_A,16061.50653,1.885626821,Mid-Market,Gold,Compact,3,1875.902574
Site_561,16,Type_A,12683.32881,43.04602204,Small Business,Bronze,Standard,6,827.803839
Site_562,29,Type_B,15203.41669,74.04582168,Small Business,Silver,Compact,8,4696.878622
Site_563,25,Type_C,5625.093509,56.30041143,Enterprise,Bronze,Premium,4,2275.480082
Site_564,40,Type_D,6271.880241,40.64390646,Small Business,Bronze,Standard,5,4067.116578
Site_565,27,Type_B,15744.85082,92.6918438,Small Business,Bronze,Standard,5,1756.1486
Site_566,20,Type_D,6081.26504,37.76567354,Enterprise,Silver,Standard,4,3408.643005
Site_567,43,Type_C,6068.850916,1.882216324,Small Business,Gold,Premium,4,4429.89893
Site_568,49,Type_A,5181.627129,80.98923502,Enterprise,Silver,Premium,4,687.3981005
Site_569,46,Type_C,19347.52097,20.74048837,Mid-Market,Gold,Premium,4,4237.860941
Site_570,43,Type_B,16062.62539,9.210120622,Enterprise,Bronze,Standard,4,3070.998522
Site_571,18,Type_A,10298.77113,5.629840718,Small Business,Bronze,Premium,5,3233.622893
Site_572,35,Type_B,9448.033719,3.986439559,Enterprise,Bronze,Compact,2,2854.211004
Site_573,9,Type_B,10245.54845,47.85403613,Small Business,Bronze,Premium,2,4435.137965
Site_574,39,Type_C,16619.80297,2.269209201,Mid-Market,Bronze,Standard,9,695.4501076
Site_575,27,Type_B,14920.55917,24.26897929,Enterprise,Gold,Compact,2,1674.627762
Site_576,33,Type_C,7777.933518,83.83285638,Mid-Market,Gold,Premium,6,4440.931425
Site_577,47,Type_A,7611.64003,52.30998935,Small Business,Bronze,Compact,2,3885.555661
Site_578,15,Type_C,6475.934746,28.16688246,Small Business,Silver,Compact,5,579.4032208
Site_579,22,Type_A,14904.5408,75.26596842,Mid-Market,Silver,Standard,4,2826.528274
Site_580,16,Type_C,16465.58993,35.93848165,Enterprise,Bronze,Compact,7,2883.077063
Site_581,13,Type_D,8975.696425,33.3399521,Enterprise,Gold,Compact,7,2303.969608
Site_582,14,Type_D,5314.174415,83.73002562,Small Business,Silver,Standard,6,1838.269994
Site_583,48,Type_B,6232.575012,43.49146875,Mid-Market,Silver,Standard,5,3567.761827
Site_584,21,Type_C,19517.90052,22.8373089,Mid-Market,Silver,Standard,1,1435.057091
Site_585,42,Type_C,9431.671662,50.11043355,Enterprise,Bronze,Compact,3,4095.268529
Site_586,11,Type_A,16538.34722,98.78968832,Enterprise,Silver,Compact,9,4113.667223
Site_587,17,Type_B,14369.95353,99.09615309,Enterprise,Silver,Compact,1,2368.676469
Site_588,44,Type_C,10729.09459,64.2970656,Mid-Market,Silver,Standard,5,1775.966049
Site_589,46,Type_B,8085.308933,7.380593157,Enterprise,Silver,Premium,2,1777.451817
Site_590,13,Type_D,6820.796272,77.13232204,Enterprise,Gold,Compact,4,2670.310958
Site_591,31,Type_C,14225.19452,36.56363111,Small Business,Bronze,Premium,1,3738.106511
Site_592,6,Type_C,16619.50671,77.79241293,Enterprise,Bronze,Standard,3,2114.909109
Site_593,9,Type_B,14658.5638,67.83300103,Enterprise,Gold,Compact,7,3245.195055
Site_594,33,Type_C,12954.532,15.19579104,Mid-Market,Gold,Premium,3,2221.180073
Site_595,41,Type_B,5629.268351,27.11385577,Mid-Market,Bronze,Compact,4,1870.354351
Site_596,42,Type_C,19527.33166,90.46007227,Small Business,Silver,Compact,2,611.8678216
Site_597,23,Type_A,16980.71287,57.1297979,Enterprise,Silver,Compact,3,517.6134758
Site_598,12,Type_B,9392.330551,97.08302364,Small Business,Bronze,Premium,9,1522.43455
Site_599,49,Type_C,19699.55494,51.91098534,Mid-Market,Silver,Standard,3,2328.828291
Site_600,5,Type_D,14028.22384,33.75659883,Small Business,Gold,Compact,5,4330.675253
Site_601,26,Type_C,13736.33987,88.14973764,Mid-Market,Silver,Standard,2,4093.179093
Site_602,21,Type_D,16221.09769,71.11150611,Small Business,Silver,Standard,4,1702.243682
Site_603,11,Type_D,17176.54682,60.21633745,Small Business,Silver,Premium,7,1600.431993
Site_604,29,Type_A,14847.17911,8.046897534,Enterprise,Bronze,Premium,7,1522.94932
Site_605,49,Type_B,6921.436195,0.674498458,Small Business,Gold,Standard,3,2026.568032
Site_606,8,Type_C,10074.01259,95.5088701,Enterprise,Silver,Compact,5,2741.894238
Site_607,40,Type_A,18921.2546,23.89920765,Enterprise,Bronze,Premium,1,2474.004974
Site_608,10,Type_C,8369.234178,62.82759336,Enterprise,Silver,Compact,1,1482.229395
Site_609,35,Type_D,10582.50536,60.75418138,Enterprise,Gold,Compact,5,1087.031345
Site_610,23,Type_B,11481.15324,24.57350267,Small Business,Silver,Compact,9,556.6001562
Site_611,48,Type_C,11591.07485,8.157356785,Mid-Market,Gold,Standard,1,1192.834574
Site_612,43,Type_C,14194.09374,4.90714055,Mid-Market,Silver,Compact,1,3674.103666
Site_613,31,Type_D,19146.13757,42.2877414,Mid-Market,Gold,Standard,4,1596.373562
Site_614,14,Type_C,8610.390677,64.28788407,Small Business,Silver,Standard,4,2608.708146
Site_615,30,Type_C,6822.520645,21.24509141,Enterprise,Gold,Compact,2,3160.85517
Site_616,23,Type_D,7962.057348,74.89986167,Mid-Market,Silver,Compact,9,4490.784063
Site_617,43,Type_A,18303.8735,43.59259712,Small Business,Silver,Compact,9,4499.847943
Site_618,7,Type_D,14687.16219,64.14215385,Enterprise,Bronze,Compact,2,3855.801802
Site_619,49,Type_A,9288.601839,34.33689263,Mid-Market,Bronze,Standard,9,658.2064642
Site_620,17,Type_B,17239.20408,75.96010871,Enterprise,Gold,Compact,6,3087.816886
Site_621,32,Type_A,17920.54995,80.84070543,Mid-Market,Silver,Compact,8,4039.625619
Site_622,24,Type_A,17697.71508,8.176091332,Mid-Market,Gold,Standard,4,577.7962014
Site_623,32,Type_B,18783.898,89.81963171,Mid-Market,Bronze,Premium,2,2973.580761
Site_624,12,Type_A,8783.615303,49.40420923,Enterprise,Gold,Premium,2,4359.938656
Site_625,45,Type_D,16325.62893,77.9147217,Small Business,Gold,Standard,9,2633.459341
Site_626,43,Type_A,11908.09246,96.10700367,Enterprise,Bronze,Premium,1,518.477913
Site_627,5,Type_B,17629.97829,96.39811817,Mid-Market,Silver,Standard,7,549.5601125
Site_628,7,Type_D,15927.36016,82.47782279,Enterprise,Gold,Compact,3,2374.862168
Site_629,17,Type_B,16646.7117,13.32296455,Small Business,Bronze,Compact,3,1197.539003
Site_630,32,Type_B,14842.42757,71.7521256,Enterprise,Silver,Premium,2,3490.027957
Site_631,29,Type_C,7661.431542,4.954082942,Small Business,Bronze,Compact,6,3689.596692
Site_632,37,Type_C,13175.40378,41.8377707,Small Business,Gold,Premium,2,1300.45908
Site_633,42,Type_B,19770.04609,56.33858102,Enterprise,Silver,Premium,4,4498.399798
Site_634,10,Type_B,19060.821,41.99111653,Mid-Market,Silver,Compact,9,2488.585302
Site_635,48,Type_B,5647.606037,48.33016148,Small Business,Bronze,Compact,9,1142.806584
Site_636,49,Type_C,7472.222236,24.12237462,Enterprise,Bronze,Premium,6,3939.132191
Site_637,36,Type_C,6975.931602,71.7503934,Small Business,Bronze,Compact,4,4054.88525
Site_638,49,Type_A,15889.69865,64.69496084,Mid-Market,Silver,Standard,7,3376.829627
Site_639,25,Type_A,17266.77995,10.59056975,Enterprise,Silver,Compact,1,4340.594989
Site_640,20,Type_B,8202.670495,5.354348685,Enterprise,Gold,Compact,4,3818.178374
Site_641,25,Type_D,12587.79039,10.74417725,Enterprise,Silver,Standard,5,4469.925818
Site_642,15,Type_D,17610.54542,58.0552006,Mid-Market,Gold,Compact,8,2452.496218
Site_643,41,Type_C,15992.02317,21.9634497,Small Business,Bronze,Compact,2,3864.187076
Site_644,40,Type_C,13133.55808,52.36642667,Enterprise,Bronze,Premium,5,4998.882035
Site_645,39,Type_C,13855.21536,50.24601479,Small Business,Silver,Compact,6,3762.190389
Site_646,23,Type_B,12625.4082,79.53198909,Small Business,Bronze,Compact,5,1013.827011
Site_647,24,Type_D,9463.22677,40.88696967,Mid-Market,Bronze,Standard,9,2832.434251
Site_648,22,Type_A,13475.32989,81.38641022,Enterprise,Silver,Premium,1,3143.065061
Site_649,45,Type_B,15333.27953,66.84353009,Small Business,Gold,Premium,3,1283.948038
Site_650,18,Type_A,18099.84374,14.49697984,Enterprise,Silver,Premium,2,4833.012354
Site_651,19,Type_A,14544.37031,79.29241908,Enterprise,Gold,Compact,3,1290.108999
Site_652,35,Type_B,16416.82306,92.88417148,Mid-Market,Silver,Premium,9,1299.010639
Site_653,5,Type_A,7401.074524,93.09924074,Enterprise,Silver,Standard,9,4618.252121
Site_654,7,Type_D,11923.36212,5.92154795,Enterprise,Bronze,Premium,2,2593.424449
Site_655,20,Type_A,5139.974297,49.3079562,Small Business,Silver,Standard,3,784.3472567
Site_656,27,Type_D,8700.182968,59.05879282,Mid-Market,Silver,Premium,4,3191.84375
Site_657,15,Type_D,15896.92573,18.9121419,Enterprise,Gold,Premium,9,3208.218569
Site_658,16,Type_D,19877.14927,16.41740721,Small Business,Bronze,Standard,3,790.2534141
Site_659,14,Type_C,6487.671494,66.78089669,Mid-Market,Gold,Premium,7,4876.35123
Site_660,36,Type_A,11022.41474,30.63819425,Mid-Market,Gold,Premium,3,2948.134844
Site_661,20,Type_B,17001.06453,22.88771841,Small Business,Bronze,Premium,7,3019.08075
Site_662,12,Type_B,8060.534519,34.53493131,Small Business,Bronze,Compact,7,2840.519365
Site_663,42,Type_A,13326.27424,84.84049252,Small Business,Bronze,Standard,9,3248.293008
Site_664,16,Type_C,15996.06944,12.41169165,Small Business,Silver,Premium,2,1689.348887
Site_665,28,Type_C,14239.78175,46.09054473,Small Business,Bronze,Standard,6,1792.586066
Site_666,32,Type_D,7820.371019,71.75275736,Enterprise,Bronze,Standard,9,2801.025904
Site_667,12,Type_A,10330.76853,57.47718146,Enterprise,Bronze,Standard,2,4130.086346
Site_668,32,Type_A,16756.87677,96.24289096,Mid-Market,Gold,Premium,2,724.3905942
Site_669,40,Type_B,13313.39771,87.21331988,Enterprise,Gold,Premium,5,3215.318955
Site_670,30,Type_A,5078.444203,23.44532495,Enterprise,Silver,Standard,8,4130.501641
Site_671,12,Type_C,16414.8614,99.99883652,Enterprise,Gold,Compact,9,1206.127724
Site_672,32,Type_A,5529.670324,58.34341715,Small Business,Silver,Standard,2,567.6014389
Site_673,32,Type_B,16186.00674,47.74898189,Mid-Market,Gold,Compact,5,1907.209828
Site_674,41,Type_D,8037.208402,94.536558,Mid-Market,Bronze,Standard,7,3146.64668
Site_675,45,Type_B,19371.1022,2.692183703,Mid-Market,Gold,Standard,6,1122.27428
Site_676,40,Type_B,10519.11127,77.38746688,Mid-Market,Silver,Standard,6,2417.550669
Site_677,31,Type_D,9903.974245,69.58012804,Enterprise,Gold,Premium,7,2985.446738
Site_678,21,Type_B,7233.320755,69.60574877,Enterprise,Bronze,Compact,3,3194.973926
Site_679,13,Type_B,9584.063232,76.95833379,Small Business,Silver,Compact,3,1734.852745
Site_680,37,Type_A,18149.76143,99.85261779,Mid-Market,Bronze,Standard,9,2300.133362
Site_681,24,Type_A,19945.01506,27.06552059,Enterprise,Bronze,Premium,8,4002.526531
Site_682,17,Type_D,10524.64296,3.31545002,Enterprise,Silver,Premium,5,4735.466124
Site_683,32,Type_A,11729.15946,77.57065167,Small Business,Bronze,Compact,6,4378.46149
Site_684,33,Type_A,15831.06407,33.69528082,Small Business,Bronze,Premium,1,3039.275758
Site_685,17,Type_B,18292.93671,25.8103673,Small Business,Gold,Compact,1,2346.317613
Site_686,39,Type_C,13895.66501,15.15746209,Enterprise,Bronze,Compact,4,1998.304765
Site_687,10,Type_A,10872.88547,57.7370803,Enterprise,Bronze,Compact,2,1062.304547
Site_688,22,Type_C,11189.32761,69.70690944,Small Business,Bronze,Premium,7,979.4806125
Site_689,9,Type_A,15434.2722,67.4704866,Mid-Market,Bronze,Compact,2,3597.609312
Site_690,29,Type_A,5048.273954,28.73786669,Small Business,Silver,Compact,2,1669.074873
Site_691,6,Type_D,14293.84006,18.32205335,Small Business,Gold,Standard,5,1645.977589
Site_692,14,Type_D,10332.39516,81.83860322,Small Business,Bronze,Compact,4,4991.877745
Site_693,34,Type_D,16912.95997,62.90589918,Small Business,Bronze,Compact,8,1345.66681
Site_694,49,Type_C,6394.859597,9.805980325,Enterprise,Silver,Standard,4,1166.268918
Site_695,9,Type_B,13823.034,19.33064803,Mid-Market,Bronze,Standard,6,944.0835249
Site_696,37,Type_A,12214.59335,1.514159724,Small Business,Silver,Premium,5,3109.124053
Site_697,5,Type_A,14634.88289,24.57517403,Mid-Market,Gold,Compact,2,3325.387217
Site_698,22,Type_A,5972.803917,60.6804799,Mid-Market,Gold,Premium,8,2143.525668
Site_699,36,Type_C,13699.75681,40.9362166,Mid-Market,Bronze,Premium,2,2909.36001
Site_700,15,Type_D,13422.26882,33.89857458,Small Business,Bronze,Standard,9,4047.797889
Site_701,25,Type_B,13409.90142,92.15441837,Enterprise,Bronze,Premium,9,4181.468757
Site_702,30,Type_C,14052.315,45.55030409,Small Business,Silver,Compact,3,4810.604341
Site_703,29,Type_D,15147.01906,29.06791715,Mid-Market,Bronze,Standard,4,4209.205937
Site_704,26,Type_C,17074.835,83.2678696,Mid-Market,Bronze,Compact,8,3041.786465
Site_705,31,Type_B,9047.310802,21.93682826,Enterprise,Gold,Compact,9,1308.456346
Site_706,17,Type_D,17375.74115,41.62272195,Small Business,Bronze,Standard,3,948.9360097
Site_707,37,Type_C,12473.83523,4.77782143,Mid-Market,Gold,Compact,5,745.3035046
Site_708,38,Type_B,6155.874187,95.75777018,Enterprise,Bronze,Standard,8,3499.366243
Site_709,45,Type_A,5878.263939,73.46738624,Mid-Market,Gold,Compact,3,4133.913149
Site_710,39,Type_B,10013.57478,39.84461207,Enterprise,Bronze,Standard,7,2789.077778
Site_711,5,Type_A,16773.45466,70.34400878,Enterprise,Gold,Premium,8,746.2137868
Site_712,25,Type_C,15615.21402,28.55758359,Small Business,Silver,Compact,3,2909.617586
Site_713,10,Type_D,16829.22447,24.09947175,Mid-Market,Gold,Standard,2,4710.871677
Site_714,32,Type_D,12759.03585,89.74840359,Small Business,Gold,Compact,7,3189.259359
Site_715,21,Type_C,11602.98497,48.61455358,Mid-Market,Gold,Compact,9,4142.423698
Site_716,9,Type_D,7211.787901,49.11094444,Small Business,Bronze,Compact,1,4100.686918
Site_717,35,Type_D,9922.891304,63.07192298,Mid-Market,Bronze,Standard,3,4694.580949
Site_718,9,Type_A,11510.29049,6.707513743,Small Business,Bronze,Premium,5,3966.029445
Site_719,42,Type_C,6329.006445,17.24936801,Enterprise,Silver,Premium,3,3864.652313
Site_720,7,Type_B,8309.179291,30.27906181,Mid-Market,Silver,Premium,1,1553.461992
Site_721,27,Type_A,13973.37941,28.56733643,Mid-Market,Gold,Standard,7,769.6631989
Site_722,41,Type_C,16034.94671,53.82838562,Enterprise,Silver,Premium,7,2829.197593
Site_723,41,Type_A,19975.21267,7.90054789,Small Business,Gold,Standard,8,1059.953936
Site_724,14,Type_B,18996.69997,30.54045727,Mid-Market,Gold,Compact,5,4829.881443
Site_725,14,Type_B,14638.47799,27.10189383,Mid-Market,Gold,Compact,5,1804.661432
Site_726,23,Type_C,11318.7208,13.83090962,Small Business,Silver,Premium,5,4338.248915
Site_727,21,Type_B,14542.66047,72.59284107,Enterprise,Bronze,Standard,1,2244.310813
Site_728,25,Type_A,16784.77427,19.29290961,Small Business,Silver,Compact,5,1954.374124
Site_729,18,Type_B,6775.042864,80.4759397,Small Business,Gold,Standard,6,4708.213576
Site_730,13,Type_A,11148.57335,65.46580478,Small Business,Gold,Standard,1,2134.951574
Site_731,5,Type_A,17597.03428,66.43895457,Mid-Market,Silver,Compact,7,2256.295589
Site_732,49,Type_B,10757.49428,2.147453161,Enterprise,Gold,Standard,1,977.4130083
Site_733,17,Type_C,13578.08407,14.34627763,Enterprise,Gold,Compact,2,3517.009994
Site_734,8,Type_D,13816.54041,29.88301384,Small Business,Silver,Compact,2,1799.777365
Site_735,5,Type_B,7767.143797,27.29432384,Mid-Market,Silver,Compact,5,3135.218755
Site_736,44,Type_A,10433.53162,43.79272056,Small Business,Silver,Standard,7,3161.082668
Site_737,36,Type_A,10017.66933,5.290933289,Mid-Market,Gold,Compact,1,3736.39863
Site_738,38,Type_B,5392.950628,50.37412471,Mid-Market,Gold,Standard,1,3853.586688
Site_739,32,Type_C,5362.876458,61.94822901,Mid-Market,Bronze,Compact,1,2815.035955
Site_740,35,Type_C,17475.45566,83.69646631,Mid-Market,Bronze,Compact,6,1989.463764
Site_741,12,Type_A,9096.06215,21.37943477,Enterprise,Silver,Premium,2,4268.529027
Site_742,43,Type_A,12771.18149,26.55560679,Mid-Market,Bronze,Premium,1,1894.395422
Site_743,30,Type_C,9480.883604,61.56449615,Mid-Market,Gold,Premium,6,2783.790925
Site_744,38,Type_D,19110.18868,97.4806586,Small Business,Bronze,Standard,2,2305.636624
Site_745,7,Type_B,8889.451383,16.10026723,Small Business,Gold,Standard,6,4347.852737
Site_746,16,Type_A,11444.85219,98.85820165,Enterprise,Silver,Compact,8,2443.63339
Site_747,5,Type_A,18090.95376,29.63002204,Small Business,Silver,Compact,2,2237.44635
Site_748,48,Type_C,17629.0035,2.974289027,Mid-Market,Gold,Compact,9,3604.206618
Site_749,9,Type_B,7791.521268,56.23386719,Small Business,Bronze,Compact,8,3210.984994
Site_750,34,Type_C,17039.64965,76.5026595,Enterprise,Silver,Standard,1,982.6107507
Site_751,34,Type_B,11872.8033,29.512899,Small Business,Silver,Compact,7,2786.759629
Site_752,21,Type_B,12244.53308,18.2871858,Small Business,Bronze,Compact,6,3809.652747
Site_753,27,Type_B,7002.199586,45.35696839,Enterprise,Bronze,Premium,6,4964.336441
Site_754,19,Type_A,6209.022706,3.296472474,Enterprise,Gold,Compact,6,3331.160753
Site_755,41,Type_D,15919.0896,94.83312783,Mid-Market,Bronze,Compact,6,2166.318799
Site_756,25,Type_C,12446.91729,49.52044017,Small Business,Bronze,Compact,7,1517.682199
Site_757,18,Type_D,11552.76054,28.15460527,Mid-Market,Bronze,Standard,3,4427.736054
Site_758,6,Type_C,15942.62343,13.73595289,Small Business,Gold,Premium,6,4165.543455
Site_759,15,Type_B,16482.69348,82.07443881,Small Business,Gold,Compact,3,1552.652694
Site_760,43,Type_A,7383.622515,19.99965182,Mid-Market,Silver,Compact,7,1402.844406
Site_761,42,Type_D,14153.37724,44.72929243,Small Business,Gold,Premium,7,3718.115496
Site_762,38,Type_A,7030.311234,60.3446318,Small Business,Silver,Compact,8,1917.284279
Site_763,42,Type_C,16270.62629,86.82849714,Small Business,Bronze,Standard,2,1878.794593
Site_764,38,Type_A,14854.32734,13.47042411,Enterprise,Silver,Compact,9,1185.306112
Site_765,22,Type_A,19349.21932,84.27267918,Mid-Market,Silver,Standard,5,1687.889839
Site_766,34,Type_D,6034.370245,69.02121408,Enterprise,Bronze,Standard,9,2423.784009
Site_767,19,Type_B,5855.820817,70.9954468,Mid-Market,Silver,Compact,5,3797.772518
Site_768,31,Type_A,9232.80612,12.85859658,Mid-Market,Gold,Premium,7,2013.386425
Site_769,38,Type_B,8925.585256,32.72970058,Small Business,Gold,Standard,9,1978.719528
Site_770,42,Type_C,8704.681986,20.33186028,Mid-Market,Gold,Premium,4,1782.109636
Site_771,37,Type_A,18593.81871,74.95321012,Enterprise,Gold,Compact,2,2652.276504
Site_772,28,Type_D,8743.192998,37.51259004,Enterprise,Silver,Standard,9,1312.865141
Site_773,19,Type_C,9079.245892,42.82540169,Enterprise,Silver,Compact,2,2685.338303
Site_774,34,Type_C,16390.97394,16.71696232,Mid-Market,Bronze,Premium,3,3668.790003
Site_775,46,Type_D,11746.09764,9.391293952,Enterprise,Silver,Compact,2,634.0572681
Site_776,21,Type_A,16650.65835,98.78432285,Mid-Market,Silver,Compact,3,544.0072114
Site_777,9,Type_A,5980.492363,32.59800809,Enterprise,Silver,Standard,6,838.0530957
Site_778,33,Type_C,12313.56791,94.81642009,Enterprise,Bronze,Compact,3,2910.470278
Site_779,8,Type_A,5504.204003,45.11413349,Mid-Market,Gold,Compact,8,4345.047874
Site_780,14,Type_B,5939.798052,71.2367271,Enterprise,Silver,Compact,6,521.9800971
Site_781,21,Type_D,18596.5618,69.32234005,Small Business,Bronze,Standard,7,4714.975871
Site_782,14,Type_B,7088.680567,64.70414965,Mid-Market,Bronze,Premium,1,978.2533021
Site_783,21,Type_A,12986.31023,37.8707551,Mid-Market,Bronze,Premium,3,4288.925876
Site_784,24,Type_C,11166.43404,66.59500343,Mid-Market,Gold,Compact,3,2672.846442
Site_785,28,Type_D,10210.14989,26.73009494,Small Business,Silver,Standard,2,3467.108243
Site_786,9,Type_A,18497.50019,59.54726144,Mid-Market,Bronze,Compact,7,2798.07343
Site_787,38,Type_A,5327.350952,93.16467997,Enterprise,Gold,Premium,9,2646.717013
Site_788,10,Type_C,14956.84529,21.62401575,Enterprise,Bronze,Standard,4,4257.047428
Site_789,6,Type_C,19450.91651,71.42416754,Enterprise,Bronze,Premium,5,3901.488708
Site_790,17,Type_B,13402.52275,56.72331204,Mid-Market,Bronze,Premium,3,2675.310064
Site_791,47,Type_D,19052.33693,31.45561168,Enterprise,Bronze,Standard,9,1002.361682
Site_792,47,Type_D,5783.868189,66.75438429,Mid-Market,Bronze,Standard,4,1019.313317
Site_793,15,Type_C,11281.89979,94.34143439,Enterprise,Gold,Compact,5,4106.927573
Site_794,27,Type_B,8902.366864,62.6078953,Small Business,Silver,Compact,1,2882.257796
Site_795,20,Type_D,15962.31447,5.555141731,Small Business,Silver,Premium,2,2667.151131
Site_796,35,Type_C,19719.45636,35.82656027,Small Business,Silver,Standard,9,3562.550786
Site_797,15,Type_A,8847.950937,32.85208513,Small Business,Silver,Standard,2,4364.787125
Site_798,20,Type_D,14812.61902,36.77178464,Mid-Market,Gold,Compact,5,3329.92915
Site_799,12,Type_B,7971.464491,80.1007861,Enterprise,Gold,Premium,8,3932.815561
Site_800,8,Type_B,13479.95382,58.16661359,Small Business,Gold,Premium,3,3943.717359
Site_801,44,Type_B,11958.9873,24.90602016,Mid-Market,Bronze,Compact,6,2103.17652
Site_802,8,Type_A,19580.07994,89.86271024,Small Business,Bronze,Standard,4,1733.37438
Site_803,29,Type_D,14127.90909,72.21472239,Small Business,Bronze,Compact,7,4105.238302
Site_804,7,Type_D,10242.59558,72.36808915,Mid-Market,Silver,Compact,3,2197.304563
Site_805,36,Type_A,6711.436773,56.79810724,Mid-Market,Bronze,Compact,6,4565.012029
Site_806,7,Type_D,7268.702431,1.963125906,Enterprise,Silver,Compact,9,813.6081353
Site_807,31,Type_A,8379.753949,93.24974533,Enterprise,Bronze,Standard,1,761.9788043
Site_808,33,Type_A,8764.49992,48.12990056,Small Business,Silver,Compact,3,4671.51872
Site_809,36,Type_A,17759.24087,82.0635318,Small Business,Bronze,Standard,2,3418.047114
Site_810,23,Type_B,13418.34182,2.932345459,Enterprise,Bronze,Compact,8,2208.197104
Site_811,25,Type_D,12850.86367,88.66964953,Enterprise,Gold,Premium,7,3897.771867
Site_812,9,Type_A,6721.533078,59.63989976,Mid-Market,Bronze,Standard,2,3525.470645
Site_813,22,Type_D,17902.0954,26.21150152,Enterprise,Bronze,Premium,6,2890.404711
Site_814,32,Type_B,15842.21455,29.5445572,Enterprise,Gold,Compact,3,944.930042
Site_815,46,Type_A,6015.025429,57.72713631,Small Business,Silver,Compact,8,4154.808143
Site_816,26,Type_C,15617.52646,65.3475832,Enterprise,Gold,Compact,3,4397.104358
Site_817,25,Type_B,13153.07326,60.23876214,Small Business,Gold,Standard,9,1274.759098
Site_818,10,Type_C,6225.880186,73.57237368,Enterprise,Silver,Premium,1,4327.302434
Site_819,5,Type_D,11874.50962,79.46670613,Mid-Market,Bronze,Standard,5,4450.3129
Site_820,9,Type_D,12270.44431,51.69603024,Enterprise,Silver,Standard,3,2972.428755
Site_821,45,Type_B,7486.618102,73.14662439,Enterprise,Bronze,Compact,6,3452.805663
Site_822,16,Type_D,19185.47221,71.25383351,Enterprise,Bronze,Premium,2,2220.06794
Site_823,30,Type_C,17749.63057,34.32439365,Small Business,Silver,Compact,9,1768.062414
Site_824,38,Type_A,15035.33506,3.14626683,Mid-Market,Gold,Standard,6,3748.924161
Site_825,18,Type_A,11934.43342,39.63627994,Enterprise,Silver,Compact,7,4378.438171
Site_826,30,Type_A,11176.48312,92.30205329,Small Business,Bronze,Premium,5,3443.348988
Site_827,49,Type_B,14764.60201,92.44163861,Mid-Market,Silver,Compact,9,2802.157748
Site_828,31,Type_D,13181.47804,4.857677915,Small Business,Silver,Premium,1,1215.161451
Site_829,13,Type_C,5934.096588,70.27092097,Small Business,Bronze,Premium,5,740.5642067
Site_830,30,Type_D,12687.53973,90.79330139,Mid-Market,Gold,Compact,6,2505.613056
Site_831,26,Type_D,17096.05426,40.09554128,Enterprise,Silver,Standard,7,722.0730366
Site_832,34,Type_D,11888.59816,37.63512217,Small Business,Bronze,Compact,4,3062.005844
Site_833,47,Type_A,5779.348663,35.14951799,Small Business,Bronze,Standard,1,2222.281361
Site_834,21,Type_C,16794.17299,73.25979721,Enterprise,Silver,Standard,8,3907.351039
Site_835,30,Type_C,8020.456732,98.48893158,Enterprise,Gold,Compact,4,1875.418236
Site_836,40,Type_D,8879.312523,3.498463055,Mid-Market,Silver,Standard,3,3168.422154
